day;month;year;plot;subplot;species;individuals;obs
12;4;2023;7;D4;CHMI;0;
12;4;2023;7;D5;BEMA;17;
12;4;2023;7;D5;SPRU;20;
12;4;2023;7;D5;CETE;14;
12;4;2023;7;D5;POMO;3;
12;4;2023;7;D5;POMA;1;
12;4;2023;7;D5;CHFU;0;
12;4;2023;7;D5;SCLA;0;
12;4;2023;7;D5;PLCO;0;
12;4;2023;7;D5;HOMA;1;
12;4;2023;7;D5;PAIN;9;
12;4;2023;7;D5;LEMA;12;
12;4;2023;7;D5;SOAS;0;
12;4;2023;7;D5;MESU;0;
12;4;2023;7;D5;MEPO;25;
12;4;2023;7;D5;CHMI;0;
12;4;2023;7;D6;BEMA;10;
12;4;2023;7;D6;SPRU;0;
12;4;2023;7;D6;CETE;25;
12;4;2023;7;D6;POMO;1;
12;4;2023;7;D6;POMA;11;
12;4;2023;7;D6;CHFU;0;
12;4;2023;7;D6;SCLA;7;
12;4;2023;7;D6;PLCO;0;
12;4;2023;7;D6;HOMA;1;
12;4;2023;7;D6;PAIN;18;
12;4;2023;7;D6;LEMA;13;
12;4;2023;7;D6;SOAS;2;
12;4;2023;7;D6;MESU;7;
12;4;2023;7;D6;MEPO;0;
12;4;2023;7;D6;CHMI;0;
12;4;2023;7;E1;BEMA;13;
12;4;2023;7;E1;SPRU;10;
12;4;2023;7;E1;CETE;0;
12;4;2023;7;E1;POMO;0;
12;4;2023;7;E1;POMA;7;
12;4;2023;7;E1;CHFU;12;
12;4;2023;7;E1;SCLA;2;
12;4;2023;7;E1;PLCO;4;
12;4;2023;7;E1;HOMA;4;
12;4;2023;7;E1;PAIN;2;
12;4;2023;7;E1;LEMA;10;
12;4;2023;7;E1;SOAS;4;
12;4;2023;7;E1;MESU;2;
12;4;2023;7;E1;MEPO;0;
12;4;2023;7;E1;CHMI;0;
12;4;2023;7;E2;BEMA;38;
12;4;2023;7;E2;SPRU;23;
12;4;2023;7;E2;CETE;0;
12;4;2023;7;E2;POMO;0;
12;4;2023;7;E2;POMA;30;
12;4;2023;7;E2;CHFU;4;
12;4;2023;7;E2;SCLA;0;
12;4;2023;7;E2;PLCO;1;
12;4;2023;7;E2;HOMA;7;
12;4;2023;7;E2;PAIN;2;
12;4;2023;7;E2;LEMA;3;
12;4;2023;7;E2;SOAS;1;
12;4;2023;7;E2;MESU;0;
12;4;2023;7;E2;MEPO;0;
12;4;2023;7;E2;CHMI;0;
12;4;2023;7;E3;BEMA;43;
12;4;2023;7;E3;SPRU;12;
12;4;2023;7;E3;CETE;0;
12;4;2023;7;E3;POMO;5;
12;4;2023;7;E3;POMA;5;
12;4;2023;7;E3;CHFU;4;
12;4;2023;7;E3;SCLA;2;
12;4;2023;7;E3;PLCO;0;
12;4;2023;7;E3;HOMA;0;
12;4;2023;7;E3;PAIN;3;
12;4;2023;7;E3;LEMA;6;
12;4;2023;7;E3;SOAS;1;
12;4;2023;7;E3;MESU;2;
12;4;2023;7;E3;MEPO;0;
12;4;2023;7;E3;CHMI;0;
12;4;2023;7;E4;BEMA;27;
12;4;2023;7;E4;SPRU;8;
12;4;2023;7;E4;CETE;0;
12;4;2023;7;E4;POMO;0;
12;4;2023;7;E4;POMA;4;
12;4;2023;7;E4;CHFU;12;
12;4;2023;7;E4;SCLA;2;
12;4;2023;7;E4;PLCO;0;
12;4;2023;7;E4;HOMA;2;
12;4;2023;7;E4;PAIN;4;
12;4;2023;7;E4;LEMA;8;
12;4;2023;7;E4;SOAS;1;
12;4;2023;7;E4;MESU;3;
12;4;2023;7;E4;MEPO;0;
12;4;2023;7;E4;CHMI;0;
12;4;2023;7;E5;BEMA;30;
12;4;2023;7;E5;SPRU;12;
12;4;2023;7;E5;CETE;0;
12;4;2023;7;E5;POMO;4;
12;4;2023;7;E5;POMA;0;
12;4;2023;7;E5;CHFU;7;
12;4;2023;7;E5;SCLA;1;
12;4;2023;7;E5;PLCO;0;
12;4;2023;7;E5;HOMA;3;
12;4;2023;7;E5;PAIN;2;
12;4;2023;7;E5;LEMA;10;
12;4;2023;7;E5;SOAS;5;
12;4;2023;7;E5;MESU;4;
12;4;2023;7;E5;MEPO;0;
12;4;2023;7;E5;CHMI;0;
12;4;2023;7;E6;BEMA;8;
12;4;2023;7;E6;SPRU;7;
12;4;2023;7;E6;CETE;4;
12;4;2023;7;E6;POMO;1;
12;4;2023;7;E6;POMA;15;
12;4;2023;7;E6;CHFU;2;
12;4;2023;7;E6;SCLA;2;
12;4;2023;7;E6;PLCO;0;
12;4;2023;7;E6;HOMA;5;
12;4;2023;7;E6;PAIN;20;
12;4;2023;7;E6;LEMA;11;
12;4;2023;7;E6;SOAS;2;
12;4;2023;7;E6;MESU;0;
12;4;2023;7;E6;MEPO;0;
12;4;2023;7;E6;CHMI;0;
12;4;2023;7;F1;BEMA;57;
12;4;2023;7;F1;SPRU;62;
12;4;2023;7;F1;CETE;0;
12;4;2023;7;F1;POMO;0;
12;4;2023;7;F1;POMA;10;
12;4;2023;7;F1;CHFU;4;
12;4;2023;7;F1;SCLA;2;
12;4;2023;7;F1;PLCO;0;
12;4;2023;7;F1;HOMA;1;
12;4;2023;7;F1;PAIN;14;
12;4;2023;7;F1;LEMA;11;
12;4;2023;7;F1;SOAS;5;
12;4;2023;7;F1;MESU;3;
12;4;2023;7;F1;MEPO;0;
12;4;2023;7;F1;CHMI;0;
12;4;2023;7;F2;BEMA;43;
12;4;2023;7;F2;SPRU;68;
12;4;2023;7;F2;CETE;0;
12;4;2023;7;F2;POMO;4;
12;4;2023;7;F2;POMA;8;
12;4;2023;7;F2;CHFU;3;
12;4;2023;7;F2;SCLA;0;
12;4;2023;7;F2;PLCO;2;
12;4;2023;7;F2;HOMA;0;
12;4;2023;7;F2;PAIN;16;
12;4;2023;7;F2;LEMA;6;
12;4;2023;7;F2;SOAS;3;
12;4;2023;7;F2;MESU;2;
12;4;2023;7;F2;MEPO;0;
12;4;2023;7;F2;CHMI;0;
12;4;2023;7;F3;BEMA;55;
12;4;2023;7;F3;SPRU;63;
12;4;2023;7;F3;CETE;0;
12;4;2023;7;F3;POMO;2;
12;4;2023;7;F3;POMA;8;
12;4;2023;7;F3;CHFU;4;
12;4;2023;7;F3;SCLA;2;
12;4;2023;7;F3;PLCO;1;
12;4;2023;7;F3;HOMA;1;
12;4;2023;7;F3;PAIN;9;
12;4;2023;7;F3;LEMA;5;
12;4;2023;7;F3;SOAS;0;
12;4;2023;7;F3;MESU;12;
12;4;2023;7;F3;MEPO;0;
12;4;2023;7;F3;CHMI;0;
12;4;2023;7;F4;BEMA;35;
12;4;2023;7;F4;SPRU;25;
12;4;2023;7;F4;CETE;0;
12;4;2023;7;F4;POMO;3;
12;4;2023;7;F4;POMA;4;
12;4;2023;7;F4;CHFU;4;
12;4;2023;7;F4;SCLA;3;
12;4;2023;7;F4;PLCO;1;
12;4;2023;7;F4;HOMA;0;
12;4;2023;7;F4;PAIN;2;
12;4;2023;7;F4;LEMA;22;
12;4;2023;7;F4;SOAS;4;
12;4;2023;7;F4;MESU;0;
12;4;2023;7;F4;MEPO;0;
12;4;2023;7;F4;CHMI;0;
12;4;2023;7;F5;BEMA;32;
12;4;2023;7;F5;SPRU;23;
12;4;2023;7;F5;CETE;0;
12;4;2023;7;F5;POMO;0;
12;4;2023;7;F5;POMA;11;
12;4;2023;7;F5;CHFU;2;
12;4;2023;7;F5;SCLA;0;
12;4;2023;7;F5;PLCO;2;
12;4;2023;7;F5;HOMA;5;
12;4;2023;7;F5;PAIN;2;
12;4;2023;7;F5;LEMA;17;
12;4;2023;7;F5;SOAS;2;
12;4;2023;7;F5;MESU;0;
12;4;2023;7;F5;MEPO;0;
12;4;2023;7;F5;CHMI;0;
12;4;2023;7;F6;BEMA;15;
12;4;2023;7;F6;SPRU;71;
12;4;2023;7;F6;CETE;0;
12;4;2023;7;F6;POMO;0;
12;4;2023;7;F6;POMA;0;
12;4;2023;7;F6;CHFU;13;
12;4;2023;7;F6;SCLA;1;
12;4;2023;7;F6;PLCO;2;
12;4;2023;7;F6;HOMA;0;
12;4;2023;7;F6;PAIN;6;
12;4;2023;7;F6;LEMA;14;
12;4;2023;7;F6;SOAS;0;
12;4;2023;7;F6;MESU;4;
12;4;2023;7;F6;MEPO;0;
12;4;2023;7;F6;CHMI;0;
12;4;2023;8;A1;BEMA;29;
12;4;2023;8;A1;SPRU;36;
12;4;2023;8;A1;CETE;4;
12;4;2023;8;A1;POMO;25;
12;4;2023;8;A1;POMA;0;
12;4;2023;8;A1;CHFU;12;
12;4;2023;8;A1;SCLA;0;
12;4;2023;8;A1;PLCO;2;
12;4;2023;8;A1;HOMA;4;
12;4;2023;8;A1;PAIN;5;
12;4;2023;8;A1;LEMA;12;
12;4;2023;8;A1;SOAS;0;
12;4;2023;8;A1;MESU;9;
12;4;2023;8;A1;MEPO;0;
12;4;2023;8;A2;BEMA;36;
12;4;2023;8;A2;SPRU;12;
12;4;2023;8;A2;CETE;0;
12;4;2023;8;A2;POMO;6;
12;4;2023;8;A2;POMA;18;
12;4;2023;8;A2;CHFU;30;
12;4;2023;8;A2;SCLA;1;
12;4;2023;8;A2;PLCO;0;
12;4;2023;8;A2;HOMA;0;
12;4;2023;8;A2;PAIN;1;
12;4;2023;8;A2;LEMA;7;
12;4;2023;8;A2;SOAS;2;
12;4;2023;8;A2;MESU;6;
12;4;2023;8;A2;MEPO;0;
12;4;2023;8;A3;BEMA;49;
12;4;2023;8;A3;SPRU;10;
12;4;2023;8;A3;CETE;2;
12;4;2023;8;A3;POMO;4;
12;4;2023;8;A3;POMA;36;
12;4;2023;8;A3;CHFU;31;
12;4;2023;8;A3;SCLA;1;
12;4;2023;8;A3;PLCO;0;
12;4;2023;8;A3;HOMA;0;
12;4;2023;8;A3;PAIN;4;
12;4;2023;8;A3;LEMA;11;
12;4;2023;8;A3;SOAS;3;
12;4;2023;8;A3;MESU;0;
12;4;2023;8;A3;MEPO;0;
12;4;2023;8;A4;BEMA;27;
12;4;2023;8;A4;SPRU;2;
12;4;2023;8;A4;CETE;0;
12;4;2023;8;A4;POMO;2;
12;4;2023;8;A4;POMA;40;
12;4;2023;8;A4;CHFU;8;
12;4;2023;8;A4;SCLA;0;
12;4;2023;8;A4;PLCO;3;
12;4;2023;8;A4;HOMA;0;
12;4;2023;8;A4;PAIN;2;
12;4;2023;8;A4;LEMA;2;
12;4;2023;8;A4;SOAS;6;
12;4;2023;8;A4;MESU;2;
12;4;2023;8;A4;MEPO;0;
12;4;2023;8;A5;BEMA;6;
12;4;2023;8;A5;SPRU;9;
12;4;2023;8;A5;CETE;0;
12;4;2023;8;A5;POMO;1;
12;4;2023;8;A5;POMA;15;
12;4;2023;8;A5;CHFU;30;
12;4;2023;8;A5;SCLA;0;
12;4;2023;8;A5;PLCO;2;
12;4;2023;8;A5;HOMA;0;
12;4;2023;8;A5;PAIN;6;
12;4;2023;8;A5;LEMA;1;
12;4;2023;8;A5;SOAS;4;
12;4;2023;8;A5;MESU;3;
12;4;2023;8;A5;MEPO;0;
12;4;2023;8;A6;BEMA;18;
12;4;2023;8;A6;SPRU;2;
12;4;2023;8;A6;CETE;0;
12;4;2023;8;A6;POMO;2;
12;4;2023;8;A6;POMA;16;
12;4;2023;8;A6;CHFU;65;
12;4;2023;8;A6;SCLA;0;
12;4;2023;8;A6;PLCO;2;
12;4;2023;8;A6;HOMA;0;
12;4;2023;8;A6;PAIN;6;
12;4;2023;8;A6;LEMA;8;
12;4;2023;8;A6;SOAS;4;
12;4;2023;8;A6;MESU;29;
12;4;2023;8;A6;MEPO;0;
12;4;2023;8;B1;BEMA;36;
12;4;2023;8;B1;SPRU;40;
12;4;2023;8;B1;CETE;0;
12;4;2023;8;B1;POMO;0;
12;4;2023;8;B1;POMA;20;
12;4;2023;8;B1;CHFU;8;
12;4;2023;8;B1;SCLA;0;
12;4;2023;8;B1;PLCO;0;
12;4;2023;8;B1;HOMA;10;
12;4;2023;8;B1;PAIN;9;
12;4;2023;8;B1;LEMA;4;
12;4;2023;8;B1;SOAS;0;
12;4;2023;8;B1;MESU;5;
12;4;2023;8;B1;MEPO;0;
12;4;2023;8;B2;BEMA;22;
12;4;2023;8;B2;SPRU;10;
12;4;2023;8;B2;CETE;0;
12;4;2023;8;B2;POMO;2;
12;4;2023;8;B2;POMA;35;
12;4;2023;8;B2;CHFU;28;
12;4;2023;8;B2;SCLA;0;
12;4;2023;8;B2;PLCO;0;
12;4;2023;8;B2;HOMA;0;
12;4;2023;8;B2;PAIN;3;
12;4;2023;8;B2;LEMA;3;
12;4;2023;8;B2;SOAS;3;
12;4;2023;8;B2;MESU;0;
12;4;2023;8;B2;MEPO;0;
12;4;2023;8;B3;BEMA;25;
12;4;2023;8;B3;SPRU;15;
12;4;2023;8;B3;CETE;0;
12;4;2023;8;B3;POMO;5;
12;4;2023;8;B3;POMA;20;
12;4;2023;8;B3;CHFU;10;
12;4;2023;8;B3;SCLA;1;
12;4;2023;8;B3;PLCO;0;
12;4;2023;8;B3;HOMA;0;
12;4;2023;8;B3;PAIN;8;
12;4;2023;8;B3;LEMA;3;
12;4;2023;8;B3;SOAS;1;
12;4;2023;8;B3;MESU;0;
12;4;2023;8;B3;MEPO;0;
12;4;2023;8;B4;BEMA;48;
12;4;2023;8;B4;SPRU;5;
12;4;2023;8;B4;CETE;0;
12;4;2023;8;B4;POMO;4;
12;4;2023;8;B4;POMA;36;
12;4;2023;8;B4;CHFU;22;
12;4;2023;8;B4;SCLA;0;
12;4;2023;8;B4;PLCO;0;
12;4;2023;8;B4;HOMA;2;
12;4;2023;8;B4;PAIN;7;
12;4;2023;8;B4;LEMA;2;
12;4;2023;8;B4;SOAS;8;
12;4;2023;8;B4;MESU;26;
12;4;2023;8;B4;MEPO;0;
12;4;2023;8;B5;BEMA;17;
12;4;2023;8;B5;SPRU;4;
12;4;2023;8;B5;CETE;0;
12;4;2023;8;B5;POMO;0;
12;4;2023;8;B5;POMA;36;
12;4;2023;8;B5;CHFU;32;
12;4;2023;8;B5;SCLA;3;
12;4;2023;8;B5;PLCO;0;
12;4;2023;8;B5;HOMA;0;
12;4;2023;8;B5;PAIN;9;
12;4;2023;8;B5;LEMA;1;
12;4;2023;8;B5;SOAS;2;
12;4;2023;8;B5;MESU;68;
12;4;2023;8;B5;MEPO;0;
12;4;2023;8;B6;NA;NA;Salicornia
12;4;2023;8;B6;MEPO;0;
12;4;2023;8;C1;BEMA;20;
12;4;2023;8;C1;SPRU;22;
12;4;2023;8;C1;CETE;0;
12;4;2023;8;C1;POMO;1;
12;4;2023;8;C1;POMA;22;
12;4;2023;8;C1;CHFU;34;
12;4;2023;8;C1;SCLA;0;
12;4;2023;8;C1;PLCO;0;
12;4;2023;8;C1;HOMA;0;
12;4;2023;8;C1;PAIN;10;
12;4;2023;8;C1;LEMA;7;
12;4;2023;8;C1;SOAS;1;
12;4;2023;8;C1;MESU;3;
12;4;2023;8;C1;MEPO;0;
12;4;2023;8;C2;BEMA;22;
12;4;2023;8;C2;SPRU;20;
12;4;2023;8;C2;CETE;5;
12;4;2023;8;C2;POMO;1;
12;4;2023;8;C2;POMA;30;
12;4;2023;8;C2;CHFU;40;
12;4;2023;8;C2;SCLA;0;
12;4;2023;8;C2;PLCO;0;
12;4;2023;8;C2;HOMA;2;
12;4;2023;8;C2;PAIN;4;
12;4;2023;8;C2;LEMA;8;
12;4;2023;8;C2;SOAS;6;
12;4;2023;8;C2;MESU;5;
12;4;2023;8;C2;MEPO;0;
12;4;2023;8;C3;BEMA;11;
12;4;2023;8;C3;SPRU;10;
12;4;2023;8;C3;CETE;0;
12;4;2023;8;C3;POMO;5;
12;4;2023;8;C3;POMA;10;
12;4;2023;8;C3;CHFU;13;
12;4;2023;8;C3;SCLA;3;
12;4;2023;8;C3;PLCO;0;
